,Time,x,y,z,x_pred,y_pred,z_pred
31,0.31,8.808286,-3.3556118,38.247746,8.890309,-3.3281546,38.528854
32,0.32,7.7489996,-3.8105018,37.075306,7.563935,-3.8022492,37.07476
33,0.33,6.4226456,-4.7626634,35.54821,6.544403,-4.2095437,35.927895
34,0.34,5.293292,-4.4279532,34.725414,5.227662,-5.150406,34.41434
35,0.35,4.5769687,-5.015896,33.169647,4.2310624,-4.707711,33.620815
36,0.36,3.6617799,-5.205924,31.533789,3.506987,-5.335539,32.116642
37,0.37,2.9350991,-5.2054358,30.513107,2.6443105,-5.5203066,30.527657
38,0.38,1.9750473,-5.443657,30.412903,1.9666581,-5.4965525,29.5307
39,0.39,1.2160243,-5.5546036,29.362944,1.0342026,-5.697015,29.42373
40,0.4,0.6475647,-5.1087995,27.832584,0.36209732,-5.828868,28.43347
41,0.41,0.07140912,-5.1161537,27.399572,-0.06951375,-5.3717365,26.968023
42,0.42,-0.6570238,-5.0407786,26.053434,-0.57572883,-5.3781776,26.56549
43,0.43,-1.0071646,-5.3481503,26.748075,-1.1908829,-5.3077126,25.293655
44,0.44,-1.052468,-5.1224375,26.250809,-1.5407386,-5.603187,25.985777
45,0.45,-1.3838153,-5.3076468,25.21619,-1.5491767,-5.372437,25.502747
46,0.46,-1.9448862,-5.0215797,24.467537,-1.8419547,-5.5773735,24.532711
47,0.47,-2.3977082,-5.349513,23.471163,-2.2974403,-5.263062,23.829315
48,0.48,-2.2997324,-5.175504,23.47228,-2.7273138,-5.6073112,22.908659
49,0.49,-2.4413087,-5.2626414,23.341515,-2.6206965,-5.427932,22.89855
50,0.5,-2.8042784,-5.432637,23.176115,-2.7555306,-5.5155597,22.783161
51,0.51,-3.3683412,-5.3136644,21.387154,-3.0974157,-5.680135,22.647894
52,0.52,-3.374975,-5.609878,21.147001,-3.5553942,-5.5532045,20.965595
53,0.53,-3.651286,-5.5739613,21.407293,-3.5839338,-5.8682694,20.751764
54,0.54,-3.4561574,-5.932392,19.929907,-3.829139,-5.8094854,21.013271
55,0.55,-4.0713344,-6.45161,20.91809,-3.6639314,-6.223491,19.61158
56,0.56,-4.3523383,-6.430445,20.860552,-4.2732797,-6.7105436,20.614985
57,0.57,-4.456247,-6.534445,19.857985,-4.521073,-6.6687627,20.57546
58,0.58,-4.5945754,-6.4852424,20.621374,-4.6485767,-6.832035,19.62956
59,0.59,-4.9457064,-7.48117,19.776108,-4.7523956,-6.7314386,20.36042
60,0.6,-5.1568465,-7.8218737,20.357883,-5.23848,-7.9056215,19.59495
61,0.61,-5.6559377,-8.114304,18.642546,-5.474254,-8.251123,20.176596
62,0.62,-5.8481054,-8.339252,19.510391,-5.9275784,-8.549326,18.628252
63,0.63,-6.174308,-8.838979,18.52272,-6.134266,-8.756631,19.485046
64,0.64,-6.418575,-9.353782,19.401379,-6.480104,-9.252835,18.652073
65,0.65,-6.6475616,-9.827223,19.246937,-6.7658305,-9.770401,19.5287
66,0.66,-6.870881,-10.240833,19.800983,-7.0215774,-10.253134,19.449448
67,0.67,-7.355055,-11.021917,20.288494,-7.269233,-10.663638,20.021687
68,0.68,-7.572646,-10.721521,20.537542,-7.779425,-11.427445,20.605177
69,0.69,-8.057764,-11.309867,19.37883,-7.9213834,-11.029858,20.89513
70,0.7,-8.263868,-12.20031,21.217255,-8.389792,-11.585926,19.961033
71,0.71,-8.881725,-12.584676,21.535765,-8.714007,-12.53521,21.70869
72,0.72,-9.276635,-13.032183,21.522772,-9.275584,-12.816912,22.173977
73,0.73,-9.547118,-13.386781,22.796408,-9.669656,-13.227441,22.26936
74,0.74,-9.674333,-13.49827,23.550009,-9.950137,-13.555651,23.518816
75,0.75,-10.456117,-13.852351,23.929022,-10.073202,-13.644986,24.250195
76,0.76,-10.632095,-14.600439,24.660505,-10.761474,-13.849231,24.818718
77,0.77,-11.121633,-14.5568695,25.968855,-11.033157,-14.654342,25.535751
78,0.78,-11.364936,-14.584504,27.352623,-11.435276,-14.4660015,26.883295
79,0.79,-11.859005,-14.87023,28.324984,-11.670699,-14.424425,28.223536
80,0.8,-11.937325,-14.129252,29.124382,-12.13399,-14.618132,29.255684
81,0.81,-12.024374,-13.915623,29.362747,-12.124457,-13.747492,30.01157
82,0.82,-12.12251,-13.960123,29.943947,-12.174688,-13.4803705,30.254717
83,0.83,-12.562441,-13.448437,31.095873,-12.274359,-13.501378,30.81655
84,0.84,-12.367191,-12.5668955,32.6685,-12.59681,-12.7976,31.99818
85,0.85,-12.172868,-12.077069,32.574966,-12.381813,-11.989515,33.256145
86,0.86,-12.607785,-11.149957,33.698708,-12.170701,-11.5371895,33.072914
87,0.87,-12.402395,-10.339064,33.649216,-12.428111,-10.438673,34.101128
88,0.88,-12.138716,-9.6380625,34.43046,-12.144128,-9.555313,33.962605
89,0.89,-11.822782,-8.866472,34.267162,-11.845902,-8.82393,34.57565
90,0.9,-11.137907,-8.142119,34.749474,-11.505805,-8.075264,34.300285
91,0.91,-11.017884,-7.560748,33.891323,-10.845698,-7.430476,34.568653
92,0.92,-10.6264305,-6.54964,33.261,-10.6725235,-6.8291917,33.72303
93,0.93,-10.337825,-5.8980255,33.69943,-10.246423,-5.823694,32.999077
94,0.94,-9.68559,-5.4008875,33.73834,-9.945696,-5.21778,33.321453
95,0.95,-9.387263,-4.6150246,32.897213,-9.3326235,-4.8071723,33.26278
96,0.96,-8.703472,-4.2048025,31.93912,-8.984637,-4.077883,32.355595
97,0.97,-8.449007,-4.0384045,32.54321,-8.327437,-3.7562156,31.36446
98,0.98,-7.856376,-3.578403,31.165152,-8.091054,-3.6206434,31.915447
99,0.99,-7.3166723,-3.3567274,31.08684,-7.4928803,-3.2265697,30.537552
100,1.0,-6.9955473,-3.2432315,29.110058,-6.991445,-3.057087,30.401564
101,1.01,-6.566842,-2.7135758,30.484837,-6.669822,-2.9843335,28.491917
102,1.02,-6.459439,-2.5982213,29.15346,-6.244165,-2.4756227,29.741661
103,1.03,-5.8826423,-2.3698516,27.54222,-6.1174755,-2.3844647,28.459614
104,1.04,-5.582015,-2.4606194,27.489386,-5.561172,-2.205834,26.876795
105,1.05,-5.4296246,-2.2047188,26.82102,-5.3066754,-2.3042355,26.816021
106,1.06,-4.8719773,-2.3446388,26.620094,-5.1303897,-2.0667238,26.158655
107,1.07,-4.861026,-2.6752367,26.784622,-4.653405,-2.222944,25.946175
108,1.08,-4.9180236,-2.8603628,25.705141,-4.689755,-2.5477118,26.116032
109,1.09,-4.6754775,-2.5942285,24.465414,-4.753514,-2.749322,25.090889
110,1.1,-4.289942,-2.999512,24.54325,-4.4899735,-2.5143347,23.881355
111,1.11,-4.3477864,-3.2756927,24.191135,-4.198492,-2.9379969,23.95253
112,1.12,-4.2422414,-3.1766853,23.148682,-4.275684,-3.2354555,23.626152
113,1.13,-3.913345,-3.6374362,23.96024,-4.1574807,-3.160092,22.618183
114,1.14,-3.8096511,-3.6267514,22.772636,-3.9196446,-3.6564362,23.394478
115,1.15,-3.919813,-3.7438574,22.568247,-3.8098912,-3.681667,22.250122
116,1.16,-3.7541542,-4.0565724,21.132565,-3.9182148,-3.806894,22.063124
117,1.17,-3.8221128,-4.574382,20.56245,-3.782246,-4.1932526,20.687761
118,1.18,-4.037627,-4.738258,20.867548,-3.8762684,-4.75866,20.168306
119,1.19,-4.192132,-4.4888344,20.815962,-4.086616,-4.912747,20.479229
120,1.2,-4.003522,-4.8476624,20.481367,-4.201508,-4.634572,20.428482
121,1.21,-4.286197,-4.884407,19.518671,-4.0585885,-5.041278,20.11296
122,1.22,-4.2091875,-5.403023,19.383945,-4.295837,-5.0780163,19.212563
123,1.23,-4.1222343,-5.7921815,19.279987,-4.2740726,-5.626552,19.1069
124,1.24,-4.255297,-6.134479,19.26952,-4.2327595,-6.042008,19.02263
125,1.25,-4.6226196,-6.5904346,18.22245,-4.4081864,-6.4238095,19.030968
126,1.26,-4.8577566,-6.8752456,18.098095,-4.825208,-6.971995,18.080639
127,1.27,-5.1846657,-7.312692,18.320879,-5.079235,-7.2950006,17.978931
128,1.28,-5.3220134,-7.4747458,19.29567,-5.4287667,-7.7545357,18.2348
129,1.29,-5.4650774,-8.359499,18.22825,-5.5723863,-7.8727584,19.192709
130,1.3,-5.9949045,-8.550322,18.309711,-5.7961683,-8.870876,18.20098
131,1.31,-6.243435,-9.050494,18.11512,-6.284838,-8.971152,18.406786
132,1.32,-6.36755,-9.53223,18.195763,-6.5667853,-9.479271,18.295074
133,1.33,-6.986287,-10.17371,18.672014,-6.73169,-9.993909,18.405201
134,1.34,-7.3464828,-10.564998,18.06282,-7.3330865,-10.565059,19.016071
135,1.35,-7.6382155,-11.382108,18.128717,-7.6885657,-10.923863,18.55151
136,1.36,-7.725913,-11.86261,20.585012,-8.065356,-11.779166,18.686949
137,1.37,-8.301978,-12.428114,19.338825,-8.223935,-12.288582,20.97579
138,1.38,-8.766173,-12.783651,20.823153,-8.781405,-12.79557,19.982267
139,1.39,-9.349877,-13.44266,20.370789,-9.217111,-13.075668,21.481136
140,1.4,-9.342675,-13.971506,21.41159,-9.752664,-13.668936,21.275375
141,1.41,-10.027449,-14.397976,22.249569,-9.877515,-14.275544,22.18768
142,1.42,-10.5343275,-14.699936,23.400438,-10.482331,-14.580056,23.172794
143,1.43,-10.508467,-14.690929,24.600668,-10.958173,-14.795384,24.357618
144,1.44,-11.203097,-14.965383,25.906574,-10.9502325,-14.788045,25.444609
145,1.45,-11.573016,-15.068983,26.517862,-11.558671,-14.913101,26.846867
146,1.46,-12.118521,-15.393689,27.394207,-11.881882,-14.932003,27.51457
147,1.47,-12.189072,-14.955932,28.529055,-12.389888,-15.158176,28.472807
148,1.48,-12.512132,-14.900709,30.55976,-12.41981,-14.63178,29.5354
149,1.49,-12.959571,-14.177353,30.489418,-12.7255,-14.470144,31.492628
150,1.5,-12.892207,-13.999323,32.15253,-12.999864,-13.535603,31.551613
151,1.51,-12.948521,-13.170388,32.08618,-12.960534,-13.33328,33.0625
152,1.52,-13.002264,-12.154557,33.253994,-12.894794,-12.438048,32.936573
153,1.53,-12.801355,-11.775291,34.097717,-12.877289,-11.471141,33.862278
154,1.54,-12.701457,-10.609165,34.621857,-12.6791935,-11.093758,34.55177
155,1.55,-12.382389,-9.842854,34.920097,-12.444783,-9.78595,34.930588
156,1.56,-12.202524,-8.8904705,34.353718,-12.084514,-8.997078,35.086273
157,1.57,-11.508473,-7.6830792,34.473293,-11.835494,-8.026947,34.452602
158,1.58,-11.235629,-6.9102283,35.257378,-11.123927,-6.877408,34.32998
159,1.59,-11.04463,-6.008809,34.422123,-10.84868,-6.109062,34.970387
160,1.6,-10.475373,-5.0306478,34.662262,-10.587468,-5.2428255,34.059906
161,1.61,-9.580855,-4.2446713,34.274387,-10.006847,-4.357051,34.14049
162,1.62,-9.458596,-4.023585,33.823265,-9.143495,-3.7039475,33.63191
163,1.63,-8.587174,-3.6999128,33.256493,-9.006772,-3.5023844,33.17237
164,1.64,-8.254462,-3.295468,32.613655,-8.182387,-3.2724676,32.573326
165,1.65,-7.8668404,-2.4584372,31.644653,-7.8302393,-2.904995,31.913944
166,1.66,-7.157827,-2.3450902,31.26777,-7.375624,-2.1180286,30.901505
167,1.67,-6.8984733,-2.138102,30.477306,-6.720199,-2.0648503,30.519188
168,1.68,-6.3000407,-2.0530744,30.544191,-6.4560275,-1.887425,29.735802
169,1.69,-5.942721,-1.7900819,29.125765,-5.9201503,-1.82693,29.76125
170,1.7,-5.5061083,-2.1365602,28.274353,-5.553537,-1.6011796,28.375343
171,1.71,-5.196461,-2.4620469,27.760181,-5.204432,-1.97083,27.552673
172,1.72,-4.9942927,-1.7802603,27.170038,-4.9684834,-2.3103664,27.058224
173,1.73,-4.897961,-1.919179,26.302202,-4.688172,-1.6433127,26.463726
174,1.74,-4.586627,-2.0068944,25.636349,-4.615726,-1.8060365,25.626865
175,1.75,-4.1189394,-2.1234012,25.24293,-4.3449745,-1.913162,24.97758
176,1.76,-3.9073923,-2.2680163,24.66877,-3.940857,-2.0442934,24.586441
177,1.77,-3.7988968,-2.1357312,23.466366,-3.7685645,-2.20669,24.029108
178,1.78,-3.8115876,-2.4006689,23.636673,-3.6420193,-2.100279,22.866507
179,1.79,-3.6292465,-2.6864505,23.201307,-3.6905596,-2.3593073,23.04046
180,1.8,-3.1152537,-2.9333851,23.015587,-3.5545757,-2.6763535,22.623505
181,1.81,-3.3311722,-2.7282596,22.029543,-3.1164682,-2.9743738,22.42771
182,1.82,-2.9712563,-2.6183152,22.669563,-3.2766964,-2.765251,21.48638
183,1.83,-3.2362294,-2.9351926,20.702337,-2.9491296,-2.6565042,22.079128
184,1.84,-3.5004966,-3.5434818,20.72045,-3.1971433,-3.0206046,20.215229
185,1.85,-3.6683266,-3.3136435,20.141026,-3.4967365,-3.6632433,20.26429
186,1.86,-3.534483,-3.81902,19.549757,-3.6169546,-3.4179196,19.709791
187,1.87,-3.4823868,-3.951238,18.926771,-3.539143,-3.9893048,19.152325
188,1.88,-3.569509,-4.399758,19.190027,-3.4926715,-4.1492743,18.559624
189,1.89,-3.6470847,-4.700075,18.255455,-3.612682,-4.618969,18.835258
190,1.9,-3.631343,-4.855144,17.613384,-3.6923308,-4.946174,17.963211
191,1.91,-3.61509,-5.261234,17.609526,-3.6814513,-5.121232,17.357765
192,1.92,-4.2556067,-5.620101,17.447838,-3.709809,-5.5543904,17.371746
193,1.93,-4.0268636,-6.155862,17.421791,-4.3515544,-5.925376,17.285913
194,1.94,-4.197871,-6.574021,17.289967,-4.235651,-6.581895,17.226751
195,1.95,-4.5268335,-7.039121,17.297121,-4.4538054,-7.0774164,17.097948
196,1.96,-4.943812,-7.2603636,17.690462,-4.8152237,-7.589462,17.133915
197,1.97,-4.9698887,-7.8458614,17.488842,-5.2074566,-7.7598906,17.58631
198,1.98,-5.2090073,-8.261801,16.438452,-5.2910953,-8.400424,17.39843
199,1.99,-5.706478,-8.644819,17.739563,-5.561108,-8.839476,16.47919
200,2.0,-6.0580044,-9.39768,16.693928,-6.0472393,-9.155549,17.80238
201,2.01,-6.4176683,-9.91136,17.982767,-6.451976,-9.925223,16.933922
202,2.02,-6.627186,-10.420725,18.494446,-6.8316793,-10.411921,18.2211
203,2.03,-6.917285,-10.75118,17.815609,-7.0894237,-10.935469,18.74802
204,2.04,-7.3850656,-11.297416,17.866951,-7.3781085,-11.242949,18.199894
205,2.05,-7.711818,-12.097716,18.853165,-7.8478465,-11.747181,18.37436
206,2.06,-8.050892,-13.224044,18.407211,-8.251166,-12.569286,19.369907
207,2.07,-8.780867,-13.415632,19.598646,-8.663771,-13.750881,19.107622
208,2.08,-9.34098,-13.840209,21.225163,-9.28992,-13.782948,20.404068
209,2.09,-9.824822,-14.565546,21.243956,-9.848044,-14.126596,22.021791
210,2.1,-10.1103945,-15.406515,22.046392,-10.300113,-14.812407,22.241123
211,2.11,-10.575439,-15.430441,22.184296,-10.667311,-15.689036,23.066616
212,2.12,-11.016292,-15.872332,24.098549,-11.017871,-15.592958,23.354822
213,2.13,-11.81397,-15.9775915,24.98612,-11.507524,-15.990844,25.1773
214,2.14,-12.164131,-16.32728,26.63997,-12.154289,-15.904755,26.233791
215,2.15,-12.395589,-16.348936,27.225046,-12.550578,-16.22067,27.795984
216,2.16,-12.644023,-15.709499,28.899195,-12.755417,-16.183762,28.38785
217,2.17,-13.079402,-15.290376,29.585657,-12.895273,-15.373512,30.00352
218,2.18,-13.005573,-14.812239,31.285267,-13.2156725,-14.78163,30.755466
219,2.19,-13.745639,-14.227317,32.835033,-13.13568,-14.240055,32.2971
220,2.2,-13.508193,-13.373703,34.07028,-13.705545,-13.388226,33.912758
221,2.21,-13.435454,-12.360757,35.19836,-13.440967,-12.606439,34.84513
222,2.22,-13.517489,-11.379264,35.02944,-13.302775,-11.613039,35.72835
223,2.23,-13.185403,-10.473223,36.368942,-13.238482,-10.511381,35.513683
224,2.24,-12.844798,-9.470357,36.478786,-12.862662,-9.5187645,36.615345
225,2.25,-12.369907,-8.44666,36.334,-12.488981,-8.536225,36.56434
226,2.26,-12.181058,-7.0244346,35.931446,-11.983848,-7.5449805,36.24264
227,2.27,-11.537855,-5.9259663,35.783813,-11.698611,-6.10853,35.67644
228,2.28,-11.023441,-5.2267175,36.11729,-11.037715,-5.1042895,35.369728
229,2.29,-10.453687,-4.436397,35.192383,-10.530789,-4.4877005,35.575237
230,2.3,-9.652015,-3.7031934,34.992077,-9.942418,-3.790049,34.573223
231,2.31,-8.976453,-2.8930898,34.23125,-9.159696,-3.17043,34.263905
232,2.32,-8.252945,-2.4019456,34.775158,-8.447053,-2.4389684,33.446987
233,2.33,-7.815977,-2.3737779,32.810143,-7.7417936,-2.0072293,33.918804
234,2.34,-7.345141,-1.8189738,31.61048,-7.329075,-2.0293093,32.016758
235,2.35,-6.847015,-1.4900646,31.68817,-6.8304915,-1.5288744,30.805716
236,2.36,-5.9848294,-1.1568352,30.362808,-6.340348,-1.2285304,30.858284
237,2.37,-5.8018703,-0.9834218,29.271854,-5.506944,-0.9259045,29.559761
238,2.38,-5.46519,-0.96001774,29.419582,-5.3087153,-0.77568936,28.501534
239,2.39,-4.8796396,-1.0598307,28.024725,-5.0052857,-0.7505188,28.633635
240,2.4,-4.7129517,-0.92489284,27.23055,-4.4852166,-0.8888469,27.27437
241,2.41,-4.2435746,-0.8044605,27.042046,-4.3096566,-0.77083564,26.50293
242,2.42,-3.9833188,-1.2371756,27.038597,-3.8703904,-0.655385,26.306093
243,2.43,-3.843504,-1.1295096,26.49006,-3.7020202,-1.0987191,26.30061
244,2.44,-3.0284293,-1.3082838,24.243721,-3.556529,-1.0026066,25.76687
245,2.45,-3.2930422,-0.9219543,23.71229,-2.8360865,-1.2429497,23.581833
246,2.46,-2.8971522,-1.6565808,23.278982,-3.010962,-0.8594575,23.072903
247,2.47,-2.6969593,-1.6791952,22.779633,-2.7627814,-1.6218319,22.653275
248,2.48,-2.6666434,-1.6738259,22.425007,-2.5830815,-1.6579063,22.166779
249,2.49,-2.9046142,-1.9159846,21.646593,-2.5523176,-1.6609328,21.824291
250,2.5,-2.6997826,-2.003192,21.076382,-2.7949662,-1.9247563,21.084667
251,2.51,-2.43065,-2.202697,21.47755,-2.6140134,-2.0439687,20.529114
252,2.52,-2.3497612,-2.6337004,21.063734,-2.3974707,-2.2619963,20.907976
253,2.53,-2.4653516,-2.1359963,19.867216,-2.3722057,-2.74681,20.509178
254,2.54,-2.5807788,-2.4858208,20.002712,-2.4054244,-2.2319856,19.357227
255,2.55,-2.4298553,-2.6848125,18.322618,-2.5512967,-2.5993772,19.498285
256,2.56,-2.5348449,-3.1186829,18.750257,-2.4154766,-2.8609185,17.885723
257,2.57,-2.4850845,-3.1632862,18.15139,-2.5594091,-3.314065,18.314339
258,2.58,-2.5986125,-3.1062248,18.348845,-2.511401,-3.380863,17.738941
259,2.59,-3.0407054,-3.5603518,17.74746,-2.610322,-3.3066921,17.932125
260,2.6,-2.696202,-4.033103,17.081553,-3.0462708,-3.7864933,17.391073
261,2.61,-2.8002076,-4.273391,17.828485,-2.7722101,-4.3225045,16.758366
262,2.62,-2.9039748,-4.282644,16.71345,-2.8985913,-4.555818,17.488457
263,2.63,-3.030474,-4.653133,16.511591,-2.971944,-4.578719,16.431128
264,2.64,-3.3555434,-4.917142,15.83157,-3.1137016,-4.9640045,16.264076
265,2.65,-3.7855852,-5.311358,15.512764,-3.4414434,-5.2727737,15.633671
266,2.66,-3.648186,-5.997297,15.743946,-3.905016,-5.717829,15.3751545
267,2.67,-4.2166,-6.0940347,15.399916,-3.889103,-6.558557,15.532012
268,2.68,-4.056116,-6.6513844,14.854577,-4.4088354,-6.616701,15.286889
269,2.69,-4.634772,-7.5256658,14.880666,-4.3277755,-7.2803974,14.731692
270,2.7,-4.943726,-7.9914656,14.6105,-4.9590497,-8.145528,14.89587
271,2.71,-5.067039,-8.461955,14.61695,-5.3087335,-8.608402,14.71623
272,2.72,-5.4469886,-9.174899,15.624108,-5.491695,-9.111257,14.75297
273,2.73,-5.839452,-9.710541,15.056636,-5.9223857,-9.8230715,15.781621
274,2.74,-6.415125,-9.867754,15.25495,-6.32974,-10.344255,15.356754
275,2.75,-6.708904,-10.763992,16.451946,-6.8174872,-10.37916,15.701303
276,2.76,-7.2041664,-11.6442175,15.860015,-7.2116857,-11.317122,16.881271
277,2.77,-7.506559,-12.154043,16.718454,-7.6886516,-12.1765585,16.55041
278,2.78,-8.008757,-13.350703,17.811338,-8.026672,-12.677182,17.417547
279,2.79,-8.728614,-13.753125,18.039268,-8.621472,-13.903724,18.578564
280,2.8,-8.957114,-14.477363,18.218208,-9.2299795,-14.182035,19.031376
281,2.81,-9.691519,-15.421013,19.338223,-9.532691,-14.965106,19.253662
282,2.82,-10.295655,-16.040688,19.639257,-10.267265,-15.848387,20.508415
283,2.83,-10.795478,-16.713055,21.490751,-10.83135,-16.409067,20.97786
284,2.84,-11.416971,-16.962214,23.211517,-11.357802,-17.015259,22.8275
285,2.85,-11.931657,-17.794394,24.620035,-11.898854,-17.10152,24.599024
286,2.86,-12.654582,-17.772682,25.903135,-12.464347,-17.910975,26.030935
287,2.87,-12.703215,-17.538649,27.33484,-13.061786,-17.706184,27.395506
288,2.88,-13.4850025,-17.059578,29.018084,-13.146703,-17.44462,28.63509
289,2.89,-13.50495,-16.984718,30.259901,-13.754373,-16.700705,30.351814
290,2.9,-14.032486,-16.515396,32.51943,-13.791791,-16.599407,31.496304
291,2.91,-14.125554,-15.385777,33.296444,-14.218595,-15.913192,33.720345
292,2.92,-14.294581,-14.501709,34.360287,-14.172056,-14.596453,34.459232
293,2.93,-14.166424,-13.384308,35.67166,-14.223193,-13.593979,35.41474
294,2.94,-14.147259,-12.104229,36.40909,-14.035022,-12.547431,36.411278
295,2.95,-13.89595,-10.528475,37.34952,-13.88346,-11.19049,36.949776
296,2.96,-13.638059,-9.309451,37.743423,-13.49104,-9.451483,37.646282
297,2.97,-13.222376,-8.176476,37.814026,-13.205432,-8.237764,37.801224
298,2.98,-12.712226,-6.688745,38.455334,-12.744565,-7.119035,37.66334
299,2.99,-11.857756,-5.312248,36.73051,-12.182202,-5.718704,38.06112
300,3.0,-11.358922,-4.0955706,37.19794,-11.279492,-4.473561,36.214073
301,3.01,-10.400475,-2.947483,36.85928,-10.738927,-3.3638165,36.488
302,3.02,-9.835898,-2.7654955,35.067062,-9.76063,-2.3534708,36.00619
303,3.03,-9.138805,-1.8833729,34.86772,-9.215255,-2.2351887,34.25431
304,3.04,-8.470164,-1.321441,34.163227,-8.48082,-1.4259515,33.973866
305,3.05,-7.667046,-0.9145847,33.171223,-7.80696,-0.9300542,33.236916
306,3.06,-7.2496157,-0.4130111,32.316284,-7.021024,-0.5867667,32.243847
307,3.07,-6.051987,-0.0035046972,31.980675,-6.574363,-0.120854884,31.382734
308,3.08,-5.7554727,0.092744775,30.504675,-5.4172335,0.27959105,31.09158
309,3.09,-4.900182,0.44068635,30.414091,-5.1280212,0.33841893,29.65808
310,3.1,-4.8374686,0.46916106,29.475199,-4.3108587,0.67357326,29.558945
311,3.11,-4.1499524,0.07249801,28.149803,-4.2434754,0.67988014,28.65245
312,3.12,-3.7666874,0.47142226,27.974947,-3.6686063,0.25683257,27.359715
313,3.13,-3.351261,0.37696457,27.518906,-3.278236,0.6325934,27.177853
314,3.14,-3.0181336,0.19998896,25.897781,-2.9210453,0.5279403,26.728785
315,3.15,-2.987356,0.3042465,25.235655,-2.6306875,0.31563684,25.158873
316,3.16,-2.4556885,0.1577206,25.119125,-2.5828831,0.40028355,24.518929
317,3.17,-2.4494984,-0.06711532,23.330736,-2.1349256,0.25262448,24.39482
318,3.18,-1.9728584,-0.3189725,23.996384,-2.136394,-0.007306367,22.672503
319,3.19,-1.664046,-0.103631005,22.868212,-1.7624595,-0.24953869,23.304487
320,3.2,-1.5230888,-0.045658235,22.581972,-1.4618797,-0.04757932,22.211243
321,3.21,-1.5231047,-0.24817598,22.282976,-1.3328831,0.009543866,21.933033
322,3.22,-1.5216546,-0.42152393,20.90217,-1.3504562,-0.20512274,21.64474
323,3.23,-1.3855922,-0.7635076,20.462576,-1.3553724,-0.40411022,20.315323
324,3.24,-0.9274706,-0.44264525,20.693571,-1.2710245,-0.7715249,19.889248
325,3.25,-1.1232778,-0.90130717,19.371696,-0.8455853,-0.42589858,20.102388
326,3.26,-1.0084156,-0.5664253,20.293562,-1.0514352,-0.9352076,18.833883
327,3.27,-0.9621263,-0.91816163,18.258444,-0.92410916,-0.56045866,19.718735
328,3.28,-1.127549,-0.8143928,18.390842,-0.90218014,-0.98072314,17.758247
329,3.29,-1.0544161,-1.3204209,17.725185,-1.0400221,-0.856647,17.890491
330,3.3,-0.84283334,-0.98317635,17.329258,-1.0119214,-1.4499779,17.244942
331,3.31,-1.0385232,-1.1567503,15.849482,-0.79515165,-1.076654,16.860535
332,3.32,-1.2855293,-1.1727132,15.83523,-0.9764456,-1.2992291,15.441708
333,3.33,-1.2452091,-1.7105005,15.425995,-1.1995349,-1.3110744,15.43516
334,3.34,-1.2442266,-1.4876881,16.267298,-1.2086945,-1.9327469,15.037795
335,3.35,-1.3454802,-1.8185568,14.756501,-1.191469,-1.6630127,15.847825
336,3.36,-1.7174908,-1.8929203,13.970013,-1.3056854,-2.0658069,14.396446
337,3.37,-1.1363086,-2.1156034,14.392628,-1.6418011,-2.152586,13.653205
