,Time,x,y,z,x_pred,y_pred,z_pred
49,0.49,1.4061558,-5.751913,27.377108,1.5707202,-5.9224663,27.339338
50,0.5,0.561464,-5.5770793,26.570948,0.74531466,-5.737678,26.472815
51,0.51,-0.20547958,-5.363166,25.888502,-0.021011055,-5.529941,25.757011
52,0.52,-0.89055234,-5.138741,25.30598,-0.692877,-5.247504,25.138956
53,0.53,-1.4916662,-4.928866,24.795704,-1.279074,-5.010158,24.623144
54,0.54,-2.0087416,-4.754163,24.329079,-1.7676883,-4.9215455,24.199646
55,0.55,-2.443636,-4.6302166,23.87939,-2.184153,-4.8030562,23.76591
56,0.56,-2.8000262,-4.567313,23.42419,-2.5888102,-4.6989894,23.350832
57,0.57,-3.0832543,-4.5705147,22.947107,-2.9271123,-4.6510515,22.928877
58,0.58,-3.300134,-4.640044,22.438967,-3.1739905,-4.6682696,22.481203
59,0.59,-3.4587297,-4.771936,21.898174,-3.362962,-4.748576,22.00421
60,0.6,-3.5681107,-4.958888,21.33037,-3.507677,-4.8904467,21.498306
61,0.61,-3.6380877,-5.191258,20.747454,-3.668436,-5.100671,20.962332
62,0.62,-3.678939,-5.4581122,20.166082,-3.7898905,-5.3582125,20.409512
63,0.63,-3.7011337,-5.748269,19.605846,-3.8689327,-5.654651,19.857656
64,0.64,-3.7150576,-6.0512557,19.087275,-3.896427,-5.981375,19.329199
65,0.65,-3.730749,-6.358119,18.629896,-3.914417,-6.3131933,18.837503
66,0.66,-3.7576516,-6.6620436,18.250511,-3.9367847,-6.6511874,18.408258
67,0.67,-3.8043892,-6.9587407,17.961842,-3.9727607,-6.984414,18.056547
68,0.68,-3.8785682,-7.246594,17.77163,-4.0220256,-7.2965927,17.779139
69,0.69,-3.9866102,-7.5265617,17.682295,-4.0981417,-7.596244,17.598825
70,0.7,-4.13362,-7.8018556,17.691103,-4.2100244,-7.8878956,17.525259
71,0.71,-4.3232913,-8.077428,17.790817,-4.3632016,-8.174313,17.558306
72,0.72,-4.557852,-8.359316,17.970762,-4.5610704,-8.462951,17.688322
73,0.73,-4.8380437,-8.6538925,18.218128,-4.797973,-8.758395,17.90564
74,0.74,-5.163144,-8.967091,18.519424,-5.065904,-9.056486,18.201635
75,0.75,-5.531026,-9.303659,18.861893,-5.378139,-9.373053,18.560095
76,0.76,-5.938245,-9.666504,19.234762,-5.7440066,-9.730005,18.96271
77,0.77,-6.380163,-10.056164,19.630209,-6.1660657,-10.141769,19.368393
78,0.78,-6.851097,-10.470468,20.04395,-6.6275992,-10.570914,19.800138
79,0.79,-7.3444886,-10.904388,20.475414,-7.1399064,-10.955092,20.272297
80,0.8,-7.853089,-11.350113,20.927492,-7.6702166,-11.351277,20.769102
81,0.81,-8.36916,-11.79731,21.405895,-8.2023,-11.749841,21.29434
82,0.82,-8.884675,-12.233603,21.91819,-8.711572,-12.134147,21.857473
83,0.83,-9.391526,-12.645181,22.472643,-9.215952,-12.504403,22.453371
84,0.84,-9.88172,-13.017542,23.076935,-9.709433,-12.84814,23.08675
85,0.85,-10.34757,-13.336288,23.736942,-10.191181,-13.153657,23.757278
86,0.86,-10.781872,-13.58794,24.455635,-10.643976,-13.394647,24.481638
87,0.87,-11.178053,-13.760703,25.232239,-11.043343,-13.535506,25.272654
88,0.88,-11.530314,-13.845142,26.06172,-11.391614,-13.588109,26.111984
89,0.89,-11.833736,-13.83473,26.934631,-11.68686,-13.547927,26.994946
90,0.9,-12.08436,-13.72621,27.83734,-11.933748,-13.442809,27.89133
91,0.91,-12.279245,-13.519775,28.752592,-12.127075,-13.255725,28.791597
92,0.92,-12.416497,-13.219058,29.660389,-12.290881,-12.999855,29.673153
93,0.93,-12.495265,-12.830904,30.539053,-12.424188,-12.684926,30.506739
94,0.94,-12.515717,-12.3649845,31.366426,-12.513077,-12.27591,31.292658
95,0.95,-12.478988,-11.833255,32.12108,-12.49984,-11.76628,32.024437
96,0.96,-12.387111,-11.249305,32.783436,-12.367311,-11.141979,32.707058
97,0.97,-12.242923,-10.627637,33.336735,-12.192895,-10.477273,33.295197
98,0.98,-12.049963,-9.982936,33.76778,-12.012264,-9.824219,33.758366
99,0.99,-11.81235,-9.329359,34.06739,-11.801662,-9.194645,34.075623
100,1.0,-11.534667,-8.679903,34.230606,-11.557411,-8.578434,34.25466
101,1.01,-11.221826,-8.045883,34.2566,-11.2689705,-7.9557314,34.30894
102,1.02,-10.8789425,-7.4365497,34.1484,-10.940075,-7.3340435,34.240383
103,1.03,-10.511218,-6.8588605,33.9124,-10.577876,-6.7504687,34.044174
104,1.04,-10.123823,-6.3174257,33.55779,-10.191639,-6.2098436,33.726555
105,1.05,-9.721788,-5.8146048,33.09591,-9.796923,-5.7210865,33.29582
106,1.06,-9.30992,-5.350754,32.539665,-9.394058,-5.2796016,32.763706
107,1.07,-8.892724,-4.924587,31.902983,-8.971835,-4.8668137,32.160656
108,1.08,-8.474344,-4.533629,31.200346,-8.543332,-4.490438,31.489042
109,1.09,-8.058521,-4.1747146,30.446499,-8.119247,-4.1547995,30.754103
110,1.1,-7.6485734,-3.8444939,29.656204,-7.702451,-3.8553047,29.970432
111,1.11,-7.247386,-3.5399113,28.844126,-7.294636,-3.5864623,29.154358
112,1.12,-6.8574233,-3.2586155,28.024738,-6.907107,-3.3202724,28.339432
113,1.13,-6.480752,-2.9992764,27.212263,-6.53607,-3.0822337,27.5155
114,1.14,-6.11908,-2.7617846,26.420559,-6.171311,-2.8589532,26.703772
115,1.15,-5.7738028,-2.547322,25.66295,-5.811672,-2.6515262,25.916727
116,1.16,-5.4460597,-2.358305,24.951958,-5.4708295,-2.4745455,25.157415
117,1.17,-5.136795,-2.198204,24.298925,-5.1538773,-2.339835,24.430439
118,1.18,-4.8468175,-2.0712621,23.71356,-4.8558455,-2.2319229,23.76259
119,1.19,-4.576866,-1.9821321,23.2034,-4.5777044,-2.155195,23.163435
120,1.2,-4.3276644,-1.93547,22.773277,-4.3217516,-2.0888283,22.649174
121,1.21,-4.099972,-1.9355133,22.424824,-4.0936866,-2.0436895,22.22327
122,1.22,-3.8946302,-1.985681,22.156076,-3.888123,-2.047008,21.877367
123,1.23,-3.7125914,-2.0882301,21.961273,-3.705741,-2.0997672,21.61173
124,1.24,-3.554941,-2.243992,21.830858,-3.5467157,-2.2036607,21.421068
125,1.25,-3.4229035,-2.4522152,21.751785,-3.412107,-2.359668,21.296257
126,1.26,-3.3178382,-2.710524,21.708075,-3.3038526,-2.569286,21.225082
127,1.27,-3.2412171,-3.0149999,21.68167,-3.2240062,-2.8294308,21.191404
128,1.28,-3.1945949,-3.3603773,21.653532,-3.1738153,-3.1362944,21.177593
129,1.29,-3.1795619,-3.7403421,21.60491,-3.1523619,-3.4838672,21.165974
130,1.3,-3.1976917,-4.147908,21.518692,-3.1615942,-3.8686094,21.141348
131,1.31,-3.250476,-4.5758452,21.380768,-3.2197857,-4.271728,21.08386
132,1.32,-3.3392556,-5.0171204,21.181257,-3.3092847,-4.6964555,20.979124
133,1.33,-3.4651482,-5.4653273,20.915516,-3.4514778,-5.154408,20.808336
134,1.34,-3.6289732,-5.9150605,20.58483,-3.6371236,-5.631283,20.570297
135,1.35,-3.8311787,-6.3622108,20.196697,-3.8386188,-6.12642,20.267427
136,1.36,-4.071776,-6.804152,19.764698,-4.040446,-6.606564,19.925985
137,1.37,-4.3502755,-7.2398095,19.3079,-4.286796,-7.0876527,19.55126
138,1.38,-4.6656404,-7.6695952,18.84984,-4.577715,-7.5665264,19.161379
139,1.39,-5.0162435,-8.095216,18.41717,-4.8902645,-8.036619,18.77567
140,1.4,-5.399845,-8.519363,18.03801,-5.2408013,-8.517335,18.405886
141,1.41,-5.8135834,-8.94531,17.740171,-5.611407,-8.997549,18.080132
142,1.42,-6.2539783,-9.376431,17.549368,-6.058559,-9.5294285,17.834208
143,1.43,-6.716959,-9.8157015,17.487532,-6.5736966,-9.985639,17.70857
144,1.44,-7.197901,-10.265183,17.571384,-7.0898395,-10.411748,17.727041
145,1.45,-7.6916847,-10.72556,17.811367,-7.5868144,-10.837016,17.900608
146,1.46,-8.192766,-11.195748,18.210995,-8.0901165,-11.273183,18.238865
147,1.47,-8.695265,-11.672609,18.766699,-8.579888,-11.697434,18.744188
148,1.48,-9.193057,-12.150801,19.468134,-9.070404,-12.119309,19.3949
149,1.49,-9.679887,-12.622774,20.298956,-9.555726,-12.534374,20.179823
150,1.5,-10.149476,-13.078929,21.237942,-10.022337,-12.915719,21.094967
151,1.51,-10.595646,-13.507915,22.26041,-10.471073,-13.274528,22.106192
152,1.52,-11.012428,-13.897078,23.339767,-10.896974,-13.604134,23.186258
153,1.53,-11.394192,-14.23302,24.449099,-11.293854,-13.892728,24.308466
154,1.54,-11.735742,-14.502237,25.562624,-11.65578,-14.127574,25.445868
155,1.55,-12.032431,-14.691816,26.65695,-11.977183,-14.295636,26.572668
156,1.56,-12.280245,-14.790125,27.711998,-12.2330675,-14.377643,27.682589
157,1.57,-12.475885,-14.787475,28.711569,-12.425821,-14.370408,28.757326
158,1.58,-12.61683,-14.676704,29.64352,-12.570456,-14.301303,29.756609
159,1.59,-12.701379,-14.453659,30.49956,-12.655312,-14.139156,30.66654
160,1.6,-12.7286825,-14.117519,31.274742,-12.726246,-13.89208,31.464544
161,1.61,-12.69875,-13.670974,31.966711,-12.759785,-13.566136,32.14978
162,1.62,-12.612439,-13.120226,32.57482,-12.726945,-13.134965,32.73981
163,1.63,-12.471431,-12.474816,33.099236,-12.619719,-12.564617,33.244022
164,1.64,-12.278178,-11.747292,33.54012,-12.404236,-11.85806,33.674942
165,1.65,-12.035847,-10.95272,33.89701,-12.140838,-11.072669,34.023754
166,1.66,-11.74824,-10.108098,34.168476,-11.847594,-10.236725,34.280968
167,1.67,-11.419708,-9.231668,34.352043,-11.530727,-9.399447,34.423885
168,1.68,-11.055049,-8.342194,34.444454,-11.1927185,-8.575013,34.45769
169,1.69,-10.659406,-7.45822,34.4422,-10.79789,-7.688921,34.424404
170,1.7,-10.238156,-6.597384,34.342266,-10.359476,-6.820808,34.30212
171,1.71,-9.796805,-5.775773,34.142998,-9.907512,-5.994215,34.084972
172,1.72,-9.340874,-5.0073996,33.84497,-9.435213,-5.2096634,33.78454
173,1.73,-8.875795,-4.3037877,33.451775,-8.924848,-4.45345,33.428448
174,1.74,-8.406822,-3.6737049,32.970566,-8.42884,-3.8097193,32.95435
175,1.75,-7.938941,-3.1230354,32.41232,-7.977365,-3.2596962,32.40783
176,1.76,-7.4767933,-2.6547997,31.791725,-7.517078,-2.767875,31.807253
177,1.77,-7.0246186,-2.2693045,31.126669,-7.0423913,-2.3223073,31.175856
178,1.78,-6.5862064,-1.964411,30.437342,-6.59281,-2.0086255,30.467564
179,1.79,-6.164865,-1.7358932,29.745022,-6.1633124,-1.7796398,29.73932
180,1.8,-5.7634053,-1.5778626,29.070631,-5.755007,-1.6256422,29.01552
181,1.81,-5.384141,-1.4832293,28.43317,-5.3704834,-1.5364598,28.320784
182,1.82,-5.028902,-1.4441701,27.848196,-5.0183487,-1.4973072,27.676552
183,1.83,-4.69906,-1.4525775,27.32646,-4.687435,-1.5046178,27.089184
184,1.84,-4.3955693,-1.5004659,26.872889,-4.3836274,-1.5590516,26.565948
185,1.85,-4.1190133,-1.5803185,26.485983,-4.110085,-1.5965258,26.130098
186,1.86,-3.8696613,-1.6853607,26.15773,-3.8637428,-1.6659757,25.760677
187,1.87,-3.6475303,-1.809755,25.87408,-3.643096,-1.7620436,25.450432
188,1.88,-3.4524474,-1.9487185,25.615961,-3.4485066,-1.8783575,25.184908
189,1.89,-3.2841148,-2.0985675,25.360775,-3.2801275,-2.0097563,24.945005
190,1.9,-3.1421716,-2.2566988,25.084263,-3.1375022,-2.1527836,24.708729
191,1.91,-3.026251,-2.4215248,24.762608,-3.0189404,-2.309388,24.44835
192,1.92,-2.9360306,-2.5923722,24.37458,-2.9233096,-2.4808812,24.138212
193,1.93,-2.8712742,-2.7693644,23.903564,-2.8522382,-2.6603847,23.764029
194,1.94,-2.8318636,-2.953299,23.339272,-2.805561,-2.848295,23.309668
195,1.95,-2.8178186,-3.1455336,22.678988,-2.7832565,-3.045594,22.76515
196,1.96,-2.829305,-3.347886,21.928234,-2.785443,-3.2512033,22.131414
197,1.97,-2.866631,-3.5625567,21.10077,-2.8162408,-3.4626076,21.417013
198,1.98,-2.9302309,-3.7920656,20.217926,-2.873718,-3.689864,20.633234
199,1.99,-3.0206363,-4.039209,19.307285,-2.9494255,-3.9292543,19.79908
200,2.0,-3.138438,-4.3070197,18.40084,-3.055283,-4.1881847,18.939762
201,2.01,-3.2842388,-4.5987244,17.532766,-3.2529483,-4.491064,18.079447
202,2.02,-3.4585977,-4.917688,16.736969,-3.4547143,-4.823693,17.256445
203,2.03,-3.6619694,-5.2673297,16.044653,-3.6333756,-5.1956677,16.521776
204,2.04,-3.8946416,-5.6510067,15.482083,-3.8453693,-5.5926085,15.892015
205,2.05,-4.1566696,-6.0718565,15.068757,-4.0956497,-6.0731096,15.347985
206,2.06,-4.4478154,-6.5325933,14.816124,-4.374075,-6.583897,14.955113
207,2.07,-4.767488,-7.0352707,14.726988,-4.68033,-7.1251736,14.726514
208,2.08,-5.114692,-7.5810065,14.795627,-5.0072074,-7.676989,14.690686
209,2.09,-5.487987,-8.169695,15.00863,-5.3890367,-8.308091,14.803591
210,2.1,-5.8854527,-8.799718,15.346375,-5.819614,-8.910652,15.07764
211,2.11,-6.30467,-9.467674,15.785012,-6.272263,-9.530601,15.486126
212,2.12,-6.742717,-10.168164,16.29877,-6.7280116,-10.1867,15.999632
213,2.13,-7.196175,-10.893632,16.862394,-7.1694217,-10.856769,16.616583
214,2.14,-7.6611543,-11.634308,17.453459,-7.624463,-11.545047,17.286829
215,2.15,-8.133329,-12.378259,18.054379,-8.086257,-12.243689,17.990374
216,2.16,-8.607994,-13.111561,18.653896,-8.555195,-12.9449,18.705133
217,2.17,-9.080126,-13.818602,19.247923,-9.031578,-13.6326685,19.416254
218,2.18,-9.544467,-14.482515,19.83964,-9.521006,-14.296845,20.09973
219,2.19,-9.995606,-15.085726,20.438847,-9.998417,-14.92109,20.778734
220,2.2,-10.428081,-15.610593,21.060595,-10.455168,-15.486194,21.463348
221,2.21,-10.836476,-16.04013,21.723242,-10.883145,-15.975308,22.167685
222,2.22,-11.215529,-16.35876,22.446087,-11.290303,-16.367184,22.908936
223,2.23,-11.560234,-16.553053,23.246801,-11.6537895,-16.628342,23.6915
224,2.24,-11.865947,-16.61244,24.1389,-11.9666,-16.745813,24.536253
225,2.25,-12.128477,-16.529827,25.129496,-12.226415,-16.714834,25.46005
226,2.26,-12.344181,-16.302082,26.217524,-12.466537,-16.542128,26.40785
227,2.27,-12.510042,-15.930362,27.392673,-12.646742,-16.187162,27.437958
228,2.28,-12.623729,-15.420258,28.635082,-12.765769,-15.656732,28.537832
229,2.29,-12.683656,-14.781721,29.915903,-12.783684,-14.973903,29.72357
230,2.3,-12.689012,-14.02879,31.198698,-12.720426,-14.2332535,30.944073
231,2.31,-12.639782,-13.179108,32.44155,-12.721012,-13.483978,32.062504
232,2.32,-12.536746,-12.253252,33.599766,-12.648819,-12.621585,33.129387
233,2.33,-12.381465,-11.273913,34.628937,-12.41059,-11.563155,34.155674
234,2.34,-12.176244,-10.264957,35.4881,-12.178295,-10.500242,35.052628
235,2.35,-11.924082,-9.250415,36.14274,-11.925479,-9.473308,35.747784
236,2.36,-11.628605,-8.253466,36.567406,-11.640142,-8.466342,36.234364
237,2.37,-11.293991,-7.295464,36.74768,-11.293932,-7.444598,36.52023
238,2.38,-10.924877,-6.395051,36.68132,-10.907933,-6.484437,36.573917
239,2.39,-10.526257,-5.5674253,36.378517,-10.506245,-5.607198,36.391712
240,2.4,-10.103381,-4.823794,35.861202,-10.056407,-4.7835135,36.021095
241,2.41,-9.661644,-4.171041,35.161453,-9.598485,-4.0992303,35.418407
242,2.42,-9.206475,-3.6116369,34.319126,-9.150484,-3.5163124,34.65371
243,2.43,-8.743235,-3.143786,33.378914,-8.715096,-3.033982,33.76436
244,2.44,-8.277106,-2.7618055,32.387074,-8.275018,-2.646849,32.786602
245,2.45,-7.813008,-2.456712,31.388056,-7.824368,-2.338856,31.77072
246,2.46,-7.355502,-2.2169778,30.421368,-7.3792377,-2.1107285,30.752996
247,2.47,-6.9087286,-2.029411,29.518875,-6.932856,-1.944323,29.774263
248,2.48,-6.4763417,-1.8801041,28.702787,-6.4908714,-1.7899328,28.887707
249,2.49,-6.0614705,-1.7553917,27.984488,-6.0677395,-1.6843325,28.07834
250,2.5,-5.6666884,-1.642762,27.364283,-5.672572,-1.6356157,27.337723
251,2.51,-5.294003,-1.5316594,26.832087,-5.2964263,-1.5967089,26.693289
252,2.52,-4.9448614,-1.4141365,26.368967,-4.9410048,-1.5527812,26.139172
253,2.53,-4.62017,-1.2853122,25.949423,-4.614442,-1.4827129,25.664381
254,2.54,-4.320332,-1.14361,25.544151,-4.3039894,-1.3899122,25.23461
255,2.55,-4.0452914,-0.99076664,25.123104,-4.0173674,-1.254963,24.828722
256,2.56,-3.7945971,-0.83161175,24.658531,-3.7549748,-1.0998672,24.412374
257,2.57,-3.5674698,-0.67363757,24.127762,-3.5146189,-0.9398838,23.95395
258,2.58,-3.3628778,-0.5263905,23.515463,-3.2955654,-0.78306115,23.432585
259,2.59,-3.1796184,-0.40072665,22.815216,-3.0988598,-0.64042103,22.834213
260,2.6,-3.0163994,-0.307985,22.030245,-2.9240394,-0.5214592,22.153112
261,2.61,-2.8719196,-0.2591344,21.173256,-2.769134,-0.43319288,21.392405
262,2.62,-2.744948,-0.2639537,20.26541,-2.6353188,-0.3873178,20.56463
263,2.63,-2.6343937,-0.33030146,19.334526,-2.5220704,-0.39300385,19.690704
264,2.64,-2.5393708,-0.4635259,18.412664,-2.4288235,-0.45756522,18.797869
265,2.65,-2.4592502,-0.66605484,17.533339,-2.3549953,-0.5859219,17.9173
266,2.66,-2.3937027,-0.9371951,16.728561,-2.2995257,-0.78672755,17.079182
267,2.67,-2.3427255,-1.273154,16.026041,-2.2561784,-1.0710485,16.300943
268,2.68,-2.3066568,-1.6672826,15.446727,-2.2323704,-1.4237766,15.624391
269,2.69,-2.2861757,-2.1105232,15.002959,-2.2278085,-1.8375837,15.0696745
270,2.7,-2.2822864,-2.59203,14.697357,-2.2407784,-2.2939236,14.656442
271,2.71,-2.2962906,-3.0999207,14.522575,-2.28521,-2.7866125,14.38255
272,2.72,-2.3297431,-3.622104,14.461925,-2.3717613,-3.3202271,14.235898
273,2.73,-2.3843994,-4.1471257,14.490822,-2.4632196,-3.8714879,14.189754
274,2.74,-2.4621499,-4.664975,14.578949,-2.5494752,-4.434477,14.2119055
275,2.75,-2.5649471,-5.167787,14.6929245,-2.6380904,-4.9543138,14.287893
276,2.76,-2.6947267,-5.650394,14.799276,-2.7630963,-5.4556246,14.399188
277,2.77,-2.8533227,-6.1106806,14.86745,-2.9037771,-5.939061,14.511294
278,2.78,-3.0423853,-6.5497146,14.872617,-3.0683703,-6.4043794,14.597163
279,2.79,-3.2632942,-6.971638,14.79803,-3.2723243,-6.849684,14.633525
280,2.8,-3.517081,-7.38332,14.636736,-3.5189548,-7.2816653,14.601951
281,2.81,-3.804354,-7.793784,14.392509,-3.7813482,-7.698283,14.498206
282,2.82,-4.125232,-8.213458,14.079916,-4.089951,-8.139165,14.307115
283,2.83,-4.479292,-8.653276,13.723515,-4.481153,-8.670787,14.021584
284,2.84,-4.8655195,-9.123697,13.356251,-4.9088345,-9.239801,13.694239
285,2.85,-5.282286,-9.63371,13.017183,-5.321632,-9.863512,13.4148445
286,2.86,-5.7273283,-10.189879,12.74871,-5.733293,-10.448404,13.22319
287,2.87,-6.1977496,-10.795513,12.593526,-6.203608,-11.095643,13.040462
288,2.88,-6.6900373,-11.449992,12.591545,-6.719004,-11.750824,12.978084
289,2.89,-7.2000895,-12.148337,12.777007,-7.244858,-12.39421,13.095705
290,2.9,-7.7232633,-12.881021,13.176002,-7.7664585,-13.075479,13.428317
291,2.91,-8.254434,-13.634069,13.804577,-8.290688,-13.783515,13.972485
292,2.92,-8.788064,-14.389448,14.667552,-8.821939,-14.495553,14.734921
293,2.93,-9.318293,-15.125716,15.758111,-9.354511,-15.192728,15.717301
294,2.94,-9.839021,-15.818918,17.05817,-9.882364,-15.853385,16.910128
295,2.95,-10.344012,-16.443674,18.539473,-10.403912,-16.461283,18.289217
296,2.96,-10.827003,-16.974394,20.165297,-10.906192,-17.000948,19.809746
297,2.97,-11.2818,-17.386578,21.892633,-11.34007,-17.383522,21.49325
298,2.98,-11.702397,-17.658077,23.674637,-11.745771,-17.683456,23.265955
299,2.99,-12.083073,-17.77031,25.463188,-12.143417,-17.867952,25.054165
300,3.0,-12.418492,-17.70929,27.211369,-12.467206,-17.840328,26.859606
301,3.01,-12.703804,-17.466476,28.875675,-12.77329,-17.638165,28.521849
302,3.02,-12.934725,-17.039343,30.417858,-13.02569,-17.253473,30.07662
303,3.03,-13.107613,-16.431646,31.80628,-13.208845,-16.711279,31.51478
304,3.04,-13.219533,-15.653402,33.016754,-13.275993,-15.940062,32.868885
305,3.05,-13.26831,-14.7205305,34.032845,-13.292609,-15.056508,34.00442
306,3.06,-13.252561,-13.654212,34.845703,-13.289551,-14.110095,34.87192
307,3.07,-13.171721,-12.479994,35.45348,-13.215861,-12.9784155,35.533817
308,3.08,-13.026055,-11.226678,35.860413,-12.974351,-11.626053,36.040966
309,3.09,-12.816646,-9.925068,36.07576,-12.739949,-10.269659,36.3238
310,3.1,-12.545378,-8.606639,36.112606,-12.494947,-8.976198,36.35827
311,3.11,-12.214905,-7.3022017,35.986725,-12.179347,-7.638962,36.229877
312,3.12,-11.828603,-6.040635,35.71553,-11.79661,-6.2945447,35.957554
313,3.13,-11.390516,-4.8477483,35.317215,-11.365934,-5.011935,35.54254
314,3.14,-10.905287,-3.7453387,34.81008,-10.888821,-3.8728364,34.977222
315,3.15,-10.378082,-2.7504792,34.212093,-10.332395,-2.8246133,34.364548
316,3.16,-9.814515,-1.8750771,33.540604,-9.784052,-1.9025422,33.677605
317,3.17,-9.220552,-1.125708,32.81223,-9.234521,-1.1158649,32.924404
318,3.18,-8.6024275,-0.50372857,32.04281,-8.642008,-0.44821945,32.133324
319,3.19,-7.966546,-0.005648115,31.247402,-8.032876,0.08166441,31.309181
320,3.2,-7.319394,0.37627524,30.440247,-7.388085,0.49236473,30.480436
321,3.21,-6.6674466,0.6532568,29.634672,-6.744076,0.7851356,29.664305
322,3.22,-6.017075,0.83908045,28.84289,-6.0898585,0.97795904,28.857458
323,3.23,-5.374467,0.9491257,28.075708,-5.452457,1.0598315,28.051336
324,3.24,-4.7455406,0.9993862,27.342175,-4.841679,1.054238,27.26061
325,3.25,-4.1358747,1.005537,26.649147,-4.257842,1.0104989,26.514637
326,3.26,-3.5506392,0.9821047,26.000917,-3.6921887,0.926124,25.81032
327,3.27,-2.9945347,0.94177955,25.398874,-3.1506836,0.8141159,25.151644
328,3.28,-2.4717438,0.8949053,24.841324,-2.6369796,0.7703661,24.570684
329,3.29,-1.9858857,0.8491624,24.323477,-2.1469917,0.75024664,24.04273
330,3.3,-1.5399845,0.80945206,23.837675,-1.6918559,0.729365,23.552464
331,3.31,-1.136443,0.77797276,23.373848,-1.2739763,0.71239483,23.09226
332,3.32,-0.7770287,0.7544698,22.92021,-0.9006807,0.6933254,22.658678
333,3.33,-0.4628664,0.7366282,22.464142,-0.57426494,0.6709393,22.240942
334,3.34,-0.19444226,0.72057176,21.99321,-0.28918523,0.6534625,21.81839
335,3.35,0.028385203,0.7014264,21.49625,-0.037787855,0.6463598,21.372496
336,3.36,0.20636441,0.6739035,20.964401,0.17426258,0.6391109,20.896532
337,3.37,0.34082216,0.63286185,20.392015,0.34266788,0.62171495,20.385418
338,3.38,0.4336272,0.5738091,19.777346,0.46833402,0.5893892,19.833647
339,3.39,0.48714608,0.49331263,19.122925,0.54468733,0.54172933,19.240072
