,Time,x,y,z,x_pred,y_pred,z_pred
29,0.29,11.312832,-0.8898026,40.637905,11.423244,-0.9052547,40.91993
30,0.3,10.087706,-2.1627285,39.40584,10.1511,-2.1680598,39.649742
31,0.31,8.871718,-3.1574738,38.11893,8.891928,-3.1671467,38.30788
32,0.32,7.688927,-3.9071662,36.826504,7.6838207,-3.8690007,36.929237
33,0.33,6.557687,-4.449513,35.563366,6.524194,-4.351638,35.569157
34,0.34,5.490972,-4.8225527,34.35185,5.4204288,-4.7834597,34.29404
35,0.35,4.4970045,-5.061898,33.204456,4.479121,-5.0362687,33.13304
36,0.36,3.5800176,-5.199219,32.12648,3.6018832,-5.193167,32.047638
37,0.37,2.7410455,-5.2616386,31.118277,2.7534604,-5.2996373,31.044239
38,0.38,1.9786655,-5.2717223,30.177116,1.9893239,-5.3367333,30.10768
39,0.39,1.2896497,-5.247822,29.298552,1.2609166,-5.3024282,29.221334
40,0.4,0.6695155,-5.204578,28.477388,0.58697575,-5.246116,28.395979
41,0.41,0.11296971,-5.1534843,27.70833,-0.018862091,-5.17843,27.623854
42,0.42,-0.38574034,-5.103429,26.986374,-0.5600751,-5.105166,26.90019
43,0.43,-0.83256,-5.0611873,26.307032,-1.0570809,-5.0209785,26.22708
44,0.44,-1.233429,-5.03185,25.666422,-1.399237,-5.026968,25.560776
45,0.45,-1.5941393,-5.019183,25.06131,-1.7199324,-5.0454865,24.936209
46,0.46,-1.920239,-5.0259285,24.489069,-2.0114892,-5.075996,24.346748
47,0.47,-2.2169688,-5.0540442,23.94765,-2.2789054,-5.1218104,23.789877
48,0.48,-2.4892278,-5.1049023,23.435524,-2.547995,-5.1712766,23.273535
49,0.49,-2.7415574,-5.179441,22.951618,-2.810403,-5.2399898,22.790545
50,0.5,-2.9781396,-5.27829,22.49528,-3.0608096,-5.3415456,22.335804
51,0.51,-3.2028084,-5.40186,22.066223,-3.3001053,-5.467998,21.907091
52,0.52,-3.419063,-5.5504165,21.664509,-3.531874,-5.620109,21.504423
53,0.53,-3.6300914,-5.7241235,21.2905,-3.7450697,-5.786943,21.1475
54,0.54,-3.8387887,-5.92308,20.944866,-3.9475396,-5.9778676,20.822058
55,0.55,-4.047783,-6.1473336,20.628553,-4.1532707,-6.2070737,20.533337
56,0.56,-4.259453,-6.396885,20.342794,-4.3659873,-6.4672475,20.27709
57,0.57,-4.4759493,-6.6716747,20.0891,-4.565424,-6.7363763,20.05699
58,0.58,-4.6992087,-6.971564,19.869263,-4.758042,-7.018733,19.873419
59,0.59,-4.930965,-7.2962947,19.685364,-4.959549,-7.3271546,19.724327
60,0.6,-5.172755,-7.6454487,19.53977,-5.182505,-7.7067084,19.596807
61,0.61,-5.4259176,-8.018381,19.435135,-5.420094,-8.136132,19.50288
62,0.62,-5.6915917,-8.414156,19.374393,-5.6665664,-8.589183,19.449856
63,0.63,-5.9707003,-8.831456,19.360739,-5.918045,-9.067867,19.448915
64,0.64,-6.2639303,-9.268489,19.397596,-6.2194366,-9.492214,19.501165
65,0.65,-6.5717063,-9.722884,19.48857,-6.539838,-9.8865185,19.610195
66,0.66,-6.894154,-10.191574,19.637371,-6.867713,-10.292109,19.774553
67,0.67,-7.231056,-10.670677,19.847715,-7.2115555,-10.700937,19.997385
68,0.68,-7.5818043,-11.155384,20.123186,-7.569515,-11.118185,20.280945
69,0.69,-7.9453387,-11.639849,20.467054,-7.9353304,-11.537762,20.628393
70,0.7,-8.320092,-12.117109,20.88206,-8.303579,-11.958894,21.048145
71,0.71,-8.703929,-12.5790415,21.370138,-8.677063,-12.372103,21.539415
72,0.72,-9.094085,-13.016367,21.93212,-9.054907,-12.768795,22.099356
73,0.73,-9.487124,-13.418738,22.567377,-9.440297,-13.144989,22.725073
74,0.74,-9.87891,-13.774923,23.27348,-9.829718,-13.490784,23.41441
75,0.75,-10.264596,-14.073093,24.045822,-10.218915,-13.795385,24.163364
76,0.76,-10.638661,-14.301242,24.87733,-10.6029005,-14.047398,24.965775
77,0.77,-10.99498,-14.447734,25.75823,-10.975979,-14.235216,25.8131
78,0.78,-11.326946,-14.501957,26.675959,-11.327895,-14.344381,26.695768
79,0.79,-11.627651,-14.455061,27.615257,-11.634759,-14.342245,27.606508
80,0.8,-11.890118,-14.300712,28.558481,-11.895409,-14.203558,28.523832
81,0.81,-12.107581,-14.035804,29.486156,-12.113464,-13.977619,29.439367
82,0.82,-12.273804,-13.661028,30.377758,-12.27227,-13.637214,30.327774
83,0.83,-12.383409,-13.18122,31.212696,-12.377394,-13.178539,31.165045
84,0.84,-12.432191,-12.605414,31.97141,-12.433041,-12.592556,31.927362
85,0.85,-12.417402,-11.946563,32.636463,-12.417469,-11.90642,32.60343
86,0.86,-12.337951,-11.22091,33.193542,-12.308975,-11.115646,33.181572
87,0.87,-12.194522,-10.447099,33.632236,-12.148101,-10.320126,33.63021
88,0.88,-11.989578,-9.645063,33.946507,-11.948216,-9.582092,33.930717
89,0.89,-11.727262,-8.834867,34.134773,-11.69887,-8.798103,34.10914
90,0.9,-11.413191,-8.03557,34.19971,-11.398497,-7.999581,34.16323
91,0.91,-11.054173,-7.2642827,34.14769,-11.052344,-7.213198,34.105812
92,0.92,-10.657875,-6.5354505,33.988026,-10.667347,-6.463776,33.939743
93,0.93,-10.232457,-5.8604274,33.732136,-10.253899,-5.777895,33.671837
94,0.94,-9.78623,-5.247338,33.39264,-9.82587,-5.1791987,33.31526
95,0.95,-9.327334,-4.701179,32.98257,-9.381739,-4.651686,32.882942
96,0.96,-8.86347,-4.224125,32.51472,-8.934995,-4.206963,32.391754
97,0.97,-8.401692,-3.8159466,32.001102,-8.473818,-3.8228333,31.884726
98,0.98,-7.9482675,-3.4745026,31.452633,-7.992878,-3.4885774,31.360624
99,0.99,-7.5085874,-3.1962326,30.878935,-7.526374,-3.2252598,30.80333
100,1.0,-7.0871434,-2.9766226,30.288269,-7.0791683,-3.027524,30.222471
101,1.01,-6.687541,-2.8106127,29.687574,-6.6551776,-2.88916,29.626305
102,1.02,-6.3125477,-2.6929336,29.082565,-6.2574277,-2.8035717,29.02176
103,1.03,-5.9641676,-2.6183724,28.477865,-5.913689,-2.7099946,28.418364
104,1.04,-5.6437283,-2.5819685,27.877165,-5.6047897,-2.6406546,27.81756
105,1.05,-5.351978,-2.579148,27.283379,-5.315929,-2.6058307,27.221153
106,1.06,-5.089179,-2.6058092,26.698793,-5.053236,-2.6058297,26.633184
107,1.07,-4.855205,-2.658366,26.125198,-4.8208065,-2.6361434,26.055506
108,1.08,-4.6496253,-2.7337615,25.564005,-4.618046,-2.6930814,25.489832
109,1.09,-4.4717836,-2.829459,25.016342,-4.444146,-2.7734952,24.937496
110,1.1,-4.320871,-2.9434168,24.483137,-4.298166,-2.874773,24.399555
111,1.11,-4.195981,-3.0740552,23.965185,-4.1790867,-2.99481,23.876858
112,1.12,-4.0961666,-3.220216,23.463198,-4.085872,-3.1319761,23.370136
113,1.13,-4.020478,-3.3811204,22.977848,-4.0174966,-3.2850723,22.88003
114,1.14,-3.967998,-3.5563273,22.509813,-3.9729846,-3.453288,22.407145
115,1.15,-3.9378703,-3.7456918,22.059797,-3.9514372,-3.6361647,21.952106
116,1.16,-3.9293187,-3.9493246,21.628557,-3.9520452,-3.833542,21.515547
117,1.17,-3.9416616,-4.1675572,21.216932,-3.974118,-4.0455427,21.098173
118,1.18,-3.9743242,-4.4009037,20.825861,-4.019184,-4.2951612,20.703524
119,1.19,-4.0268416,-4.6500297,20.45641,-4.0793953,-4.561729,20.337666
120,1.2,-4.0988636,-4.915717,20.109781,-4.149729,-4.8351,20.006783
121,1.21,-4.190151,-5.1988335,19.787352,-4.2424417,-5.1307354,19.703709
122,1.22,-4.300574,-5.5002956,19.490688,-4.360833,-5.454108,19.432936
123,1.23,-4.4301014,-5.8210344,19.22157,-4.4819303,-5.7822757,19.194601
124,1.24,-4.5787945,-6.1619544,18.982008,-4.6103196,-6.120354,18.98917
125,1.25,-4.7467904,-6.523886,18.774286,-4.7568297,-6.479099,18.8156
126,1.26,-4.9342875,-6.9075356,18.600967,-4.9213705,-6.8571157,18.675613
127,1.27,-5.141524,-7.3134203,18.46492,-5.113991,-7.3023114,18.557154
128,1.28,-5.368751,-7.7417984,18.369333,-5.3268576,-7.7948847,18.467691
129,1.29,-5.616206,-8.192581,18.317726,-5.5552025,-8.314326,18.426218
130,1.3,-5.884075,-8.665237,18.313948,-5.8269954,-8.804938,18.43676
131,1.31,-6.1724486,-9.158677,18.362154,-6.1342793,-9.254461,18.503386
132,1.32,-6.4812737,-9.671126,18.466778,-6.450178,-9.709423,18.625982
133,1.33,-6.8102937,-10.199984,18.632456,-6.7874517,-10.17284,18.806833
134,1.34,-7.158984,-10.74167,18.863932,-7.1450343,-10.646179,19.049654
135,1.35,-7.526476,-11.291475,19.165915,-7.5045366,-11.1217165,19.363237
136,1.36,-7.9114723,-11.843406,19.542881,-7.87118,-11.604313,19.756933
137,1.37,-8.312164,-12.390058,19.998823,-8.269606,-12.159252,20.198889
138,1.38,-8.726136,-12.92252,20.536936,-8.684128,-12.708534,20.71578
139,1.39,-9.150282,-13.430345,21.159225,-9.106897,-13.223755,21.316221
140,1.4,-9.580721,-13.901603,21.866087,-9.537559,-13.686987,22.000885
141,1.41,-10.012745,-14.323055,22.655815,-9.960769,-14.093414,22.772467
142,1.42,-10.440782,-14.680477,23.524134,-10.378134,-14.4182415,23.626818
143,1.43,-10.858405,-14.959147,24.463726,-10.783001,-14.643601,24.55908
144,1.44,-11.258406,-15.144519,25.463894,-11.180963,-14.806644,25.54304
145,1.45,-11.632914,-15.22306,26.510351,-11.581934,-14.957195,26.54408
146,1.46,-11.973612,-15.183222,27.585266,-11.957584,-15.007713,27.572437
147,1.47,-12.272011,-15.016473,28.667604,-12.284094,-14.921937,28.61488
148,1.48,-12.519805,-14.718283,29.733784,-12.5287895,-14.646437,29.653845
149,1.49,-12.709274,-14.288939,30.758701,-12.7207575,-14.26689,30.670872
150,1.5,-12.833717,-13.734076,31.717018,-12.834656,-13.752876,31.635777
151,1.51,-12.887871,-13.064779,32.584637,-12.894909,-13.079594,32.511177
152,1.52,-12.868279,-12.29723,33.340195,-12.88246,-12.29027,33.281715
153,1.53,-12.77357,-11.451859,33.96642,-12.758548,-11.373308,33.936104
154,1.54,-12.604601,-10.5521145,34.451153,-12.568465,-10.441784,34.438362
155,1.55,-12.364466,-9.622937,34.787952,-12.334148,-9.58164,34.764214
156,1.56,-12.058346,-8.689177,34.976162,-12.041888,-8.677139,34.944763
157,1.57,-11.693226,-7.7740846,35.0205,-11.692172,-7.756017,34.98002
158,1.58,-11.277513,-6.8980856,34.930237,-11.290992,-6.8521695,34.888306
159,1.59,-10.8205805,-6.0779076,34.71813,-10.846405,-6.0020866,34.669563
160,1.6,-10.332307,-5.3261294,34.3992,-10.381767,-5.2576475,34.337105
161,1.61,-9.822621,-4.6511197,33.98958,-9.891614,-4.5941386,33.90628
162,1.62,-9.30111,-4.0573,33.50547,-9.393953,-4.0303626,33.39887
163,1.63,-8.776697,-3.545645,32.962334,-8.874266,-3.5398235,32.868515
164,1.64,-8.257408,-3.114315,32.374313,-8.323356,-3.1078916,32.31213
165,1.65,-7.750221,-2.7593362,31.75389,-7.784991,-2.7628872,31.712654
166,1.66,-7.2609954,-2.4752572,31.111734,-7.265517,-2.4986043,31.08257
167,1.67,-6.7944674,-2.2557352,30.45672,-6.7700844,-2.3074365,30.432549
168,1.68,-6.354296,-2.0940285,29.79604,-6.3026915,-2.1810393,29.77146
169,1.69,-5.943147,-1.9833813,29.13539,-5.876368,-2.08953,29.108
170,1.7,-5.562801,-1.9173126,28.479183,-5.5016727,-1.9842516,28.450674
171,1.71,-5.2142735,-1.8898127,27.830776,-5.1501517,-1.9193932,27.798132
172,1.72,-4.8979397,-1.8954661,27.192667,-4.8327246,-1.8941932,27.154684
173,1.73,-4.6136556,-1.9295162,26.566696,-4.5490036,-1.9030813,26.522747
174,1.74,-4.3608713,-1.9878845,25.954193,-4.298303,-1.9411849,25.9041
175,1.75,-4.138733,-2.0671594,25.35612,-4.080202,-2.0044322,25.300158
176,1.76,-3.9461741,-2.1645627,24.773172,-3.8912313,-2.0888684,24.711191
177,1.77,-3.781995,-2.277903,24.20587,-3.7321064,-2.1920457,24.138384
178,1.78,-3.6449275,-2.4055235,23.654615,-3.6010683,-2.311635,23.582071
179,1.79,-3.5336895,-2.5462465,23.119759,-3.4965663,-2.445889,23.04254
180,1.8,-3.4470308,-2.6993182,22.601624,-3.4172688,-2.5935965,22.520067
181,1.81,-3.383766,-2.8643577,22.100548,-3.3619337,-2.7539701,22.014906
182,1.82,-3.3428025,-3.041309,21.616907,-3.3294287,-2.9266114,21.527336
183,1.83,-3.323161,-3.230398,21.151133,-3.3187401,-3.1114564,21.057673
184,1.84,-3.3239877,-3.432092,20.703733,-3.3290021,-3.3087242,20.60629
185,1.85,-3.344566,-3.6470668,20.275318,-3.3594944,-3.5188918,20.17365
186,1.86,-3.3843198,-3.8761756,19.866602,-3.4098852,-3.7434158,19.76033
187,1.87,-3.442817,-4.1204195,19.478437,-3.4840496,-3.9967241,19.367773
188,1.88,-3.5197673,-4.3809233,19.111832,-3.5801392,-4.280693,18.999197
189,1.89,-3.6150208,-4.658908,18.767962,-3.6753633,-4.569077,18.67009
190,1.9,-3.7285612,-4.9556656,18.44821,-3.7856708,-4.8728395,18.36915
191,1.91,-3.860499,-5.272533,18.154184,-3.9253027,-5.211612,18.104448
192,1.92,-4.0110626,-5.6108584,17.887747,-4.071828,-5.561343,17.870897
193,1.93,-4.180586,-5.9719667,17.651049,-4.218775,-5.917147,17.672318
194,1.94,-4.369494,-6.3571153,17.446564,-4.3830786,-6.2906814,17.504747
195,1.95,-4.5782866,-6.767441,17.277117,-4.573608,-6.7031484,17.363487
196,1.96,-4.8075147,-7.203894,17.145922,-4.7934093,-7.207081,17.243618
197,1.97,-5.0577564,-7.6671615,17.056606,-5.0293417,-7.738211,17.164328
198,1.98,-5.3295817,-8.157568,17.01324,-5.2782955,-8.300254,17.136358
199,1.99,-5.6235166,-8.674964,17.020346,-5.587944,-8.785895,17.165285
200,2.0,-5.9399943,-9.218582,17.082895,-5.9119453,-9.262718,17.251854
201,2.01,-6.279297,-9.786883,17.206291,-6.2595773,-9.7593975,17.396067
202,2.02,-6.641489,-10.377371,17.396297,-6.616983,-10.255833,17.605366
203,2.03,-7.026337,-10.98639,17.658957,-7.0020285,-10.858013,17.869928
204,2.04,-7.4332166,-11.608908,18.00042,-7.4176292,-11.518165,18.191988
205,2.05,-7.8610086,-12.238296,18.426735,-7.874317,-12.158417,18.589586
206,2.06,-8.307983,-12.866121,18.943542,-8.343504,-12.794207,19.075083
207,2.07,-8.771681,-13.48198,19.555676,-8.807549,-13.412823,19.654802
208,2.08,-9.248783,-14.073391,20.266674,-9.282415,-14.003568,20.33264
209,2.09,-9.735,-14.625807,21.078196,-9.763073,-14.55088,21.112082
210,2.1,-10.224972,-15.122779,21.98936,-10.243316,-15.036901,21.99468
211,2.11,-10.712205,-15.546327,22.996048,-10.715734,-15.441798,22.979374
212,2.12,-11.189063,-15.877545,24.090221,-11.171701,-15.744303,24.061766
213,2.13,-11.646827,-16.097498,25.25937,-11.601535,-15.922579,25.233412
214,2.14,-12.075849,-16.188364,26.486149,-11.992567,-15.933813,26.477385
215,2.15,-12.465813,-16.134798,27.748358,-12.38876,-15.865866,27.72603
216,2.16,-12.806103,-15.925422,29.01936,-12.78093,-15.791652,28.940842
217,2.17,-13.08628,-15.554245,30.269,-13.109723,-15.528012,30.144348
218,2.18,-13.296642,-15.021873,31.465038,-13.316938,-15.025295,31.319653
219,2.19,-13.428818,-14.336243,32.57503,-13.443551,-14.397251,32.44029
220,2.2,-13.476348,-13.512737,33.568443,-13.49341,-13.579776,33.45176
221,2.21,-13.435194,-12.573577,34.418823,-13.460674,-12.612519,34.327816
222,2.22,-13.304091,-11.546486,35.105656,-13.299604,-11.499713,35.055588
223,2.23,-13.084729,-10.462779,35.61573,-13.063894,-10.404839,35.585617
224,2.24,-12.781695,-9.355107,35.943775,-12.767824,-9.366653,35.908073
225,2.25,-12.402223,-8.255166,36.092278,-12.405849,-8.281536,36.054157
226,2.26,-11.955739,-7.1916485,36.070667,-11.976944,-7.192532,36.02971
227,2.27,-11.453296,-6.1886845,35.89387,-11.490543,-6.142347,35.854595
228,2.28,-10.906927,-5.264891,35.580654,-10.973683,-5.2136025,35.533176
229,2.29,-10.329011,-4.433046,35.151833,-10.420895,-4.382258,35.084938
230,2.3,-9.731689,-3.700306,34.628708,-9.861436,-3.6815307,34.54248
231,2.31,-9.12638,-3.0688462,34.031757,-9.249514,-3.050822,33.979954
232,2.32,-8.523417,-2.5367386,33.37971,-8.609674,-2.5075402,33.366722
233,2.33,-7.9318104,-2.0989385,32.68899,-7.981392,-2.073202,32.700336
234,2.34,-7.3591166,-1.7482492,31.973455,-7.372855,-1.7398998,31.99723
235,2.35,-6.8114233,-1.4761853,31.24441,-6.7906923,-1.4976438,31.27125
236,2.36,-6.2933974,-1.2736924,30.510794,-6.240013,-1.3353326,30.533703
237,2.37,-5.8083963,-1.1317044,29.77945,-5.7163153,-1.2429807,29.79537
238,2.38,-5.358611,-1.0415492,29.055456,-5.2785053,-1.1087993,29.069847
239,2.39,-4.9452295,-0.99521816,28.342457,-4.871747,-1.0215611,28.351515
240,2.4,-4.5686035,-0.9855264,27.64297,-4.501436,-0.9788672,27.644909
241,2.41,-4.22841,-1.0061874,26.958649,-4.1671915,-0.97338843,26.95252
242,2.42,-3.9238038,-1.051826,26.290522,-3.8681128,-0.9987097,26.275978
243,2.43,-3.6535509,-1.1179478,25.639164,-3.6029313,-1.0493547,25.616278
244,2.44,-3.4161475,-1.2008829,25.004839,-3.3701212,-1.1207405,24.973951
245,2.45,-3.2099211,-1.2977133,24.387617,-3.1679926,-1.20913,24.34923
246,2.46,-3.033113,-1.4061937,23.787447,-2.994786,-1.311552,23.742134
247,2.47,-2.8839486,-1.5246731,23.204214,-2.8486943,-1.425878,23.15265
248,2.48,-2.7606895,-1.6520174,22.637787,-2.7280204,-1.5502806,22.580542
249,2.49,-2.661678,-1.78754,22.088043,-2.6311243,-1.6835543,22.02558
250,2.5,-2.5853674,-1.9309385,21.554892,-2.5564764,-1.825003,21.487602
251,2.51,-2.530346,-2.0822394,21.038286,-2.502679,-1.9743255,20.966467
252,2.52,-2.4953523,-2.2417498,20.538239,-2.4684842,-2.1315494,20.462082
253,2.53,-2.4792864,-2.410018,20.05483,-2.4528096,-2.2969928,19.974417
254,2.54,-2.4812157,-2.5877998,19.588217,-2.457668,-2.471804,19.504313
255,2.55,-2.5003772,-2.7760303,19.13864,-2.4861603,-2.6575212,19.052946
256,2.56,-2.5361767,-2.9758027,18.706444,-2.531654,-2.8538895,18.618856
257,2.57,-2.5881877,-3.1883488,18.292078,-2.593748,-3.0620248,18.202364
258,2.58,-2.6561482,-3.415026,17.896122,-2.6723506,-3.2836323,17.803892
259,2.59,-2.7399552,-3.6573036,17.5193,-2.7708104,-3.5313702,17.42432
260,2.6,-2.8396604,-3.916752,17.162502,-2.8889434,-3.8045385,17.065918
261,2.61,-2.9554646,-4.195032,16.826807,-3.024535,-4.102473,16.732862
262,2.62,-3.0877116,-4.493882,16.51351,-3.1530933,-4.4058814,16.441355
263,2.63,-3.2368805,-4.815103,16.224165,-3.3034778,-4.7392926,16.179564
264,2.64,-3.403579,-5.160539,15.960605,-3.474994,-5.099542,15.949101
265,2.65,-3.5885334,-5.5320535,15.724999,-3.634714,-5.4567256,15.754859
266,2.66,-3.7925777,-5.931492,15.519893,-3.8181198,-5.8270683,15.587513
267,2.67,-4.0166397,-6.360638,15.34825,-4.029484,-6.2979355,15.43754
268,2.68,-4.2617226,-6.8211565,15.21352,-4.2639422,-6.8247085,15.318304
269,2.69,-4.528885,-7.3145094,15.11968,-4.517549,-7.3886523,15.241947
270,2.7,-4.8192096,-7.8418627,15.071292,-4.78525,-7.9811025,15.213968
271,2.71,-5.1337667,-8.403956,15.07355,-5.107577,-8.466188,15.248735
272,2.72,-5.47357,-9.000949,15.132317,-5.4508467,-8.9814,15.337288
273,2.73,-5.8395147,-9.632225,15.254136,-5.8378253,-9.6313715,15.451601
274,2.74,-6.232307,-10.2961645,15.446226,-6.2683697,-10.317218,15.632592
275,2.75,-6.652371,-10.989875,15.716417,-6.7447367,-11.011858,15.881149
276,2.76,-7.099742,-11.708878,16.07303,-7.216329,-11.729006,16.211832
277,2.77,-7.5739355,-12.446777,16.524681,-7.70947,-12.466267,16.631659
278,2.78,-8.073797,-13.194904,17.079958,-8.198764,-13.205592,17.162264
279,2.79,-8.597335,-13.941975,17.746986,-8.699037,-13.946688,17.80023
280,2.8,-9.141531,-14.6738,18.532835,-9.212122,-14.675302,18.55031
281,2.81,-9.702159,-15.373106,19.442745,-9.7411,-15.377785,19.418116
282,2.82,-10.273599,-16.019527,20.479204,-10.279762,-16.034283,20.407957
283,2.83,-10.848688,-16.589874,21.640898,-10.820174,-16.621614,21.521284
284,2.84,-11.418625,-17.05874,22.921574,-11.352589,-17.113636,22.755644
285,2.85,-11.97296,-17.399557,24.308979,-11.905115,-17.438593,24.11305
286,2.86,-12.499717,-17.5861,25.784002,-12.43223,-17.593145,25.57411
287,2.87,-12.985652,-17.594458,27.320232,-12.92252,-17.551638,27.11804
288,2.88,-13.416716,-17.405329,28.884148,-13.318468,-17.245146,28.740984
289,2.89,-13.778675,-17.0064,30.436127,-13.719857,-16.903728,30.272402
290,2.9,-14.05791,-16.394533,31.93234,-14.090159,-16.471231,31.71019
291,2.91,-14.242306,-15.5773115,33.327507,-14.271371,-15.691709,33.093174
292,2.92,-14.322171,-14.573627,34.578205,-14.350164,-14.748521,34.374775
293,2.93,-14.29106,-13.41303,35.646416,-14.330278,-13.561052,35.48349
294,2.94,-14.146395,-12.133808,36.502666,-14.1765995,-12.204167,36.39698
295,2.95,-13.889791,-10.779995,37.128376,-13.888857,-10.7862215,37.072693
296,2.96,-13.527032,-9.397734,37.51694,-13.534687,-9.480232,37.46788
297,2.97,-13.067695,-8.031536,37.67349,-13.094411,-8.128886,37.632027
298,2.98,-12.524463,-6.721009,37.61336,-12.572449,-6.7696266,37.57926
299,2.99,-11.912247,-5.4984493,37.35973,-11.993259,-5.502769,37.334457
300,3.0,-11.247196,-4.387524,36.940742,-11.364029,-4.369311,36.907387
301,3.01,-10.545748,-3.4030242,36.3867,-10.710257,-3.3979192,36.33822
302,3.02,-9.823775,-2.5515082,35.72761,-9.989144,-2.5530326,35.725563
303,3.03,-9.095914,-1.8325548,34.991318,-9.212705,-1.8061732,35.04409
304,3.04,-8.375094,-1.2403208,34.202305,-8.445747,-1.2006565,34.28844
305,3.05,-7.672262,-0.76515174,33.381115,-7.6997633,-0.7276597,33.482967
306,3.06,-6.996279,-0.3950591,32.544228,-6.987693,-0.37534055,32.649075
307,3.07,-6.3539605,-0.1169573,31.70434,-6.324807,-0.13326856,31.808878
308,3.08,-5.7502155,0.08237996,30.87081,-5.6879864,0.012216955,30.966879
309,3.09,-5.1882486,0.21563675,30.050207,-5.1095095,0.13414493,30.133818
310,3.1,-4.669798,0.29451185,29.246891,-4.5993376,0.26464072,29.317976
311,3.11,-4.19538,0.32946855,28.463518,-4.1329365,0.33988026,28.520163
312,3.12,-3.764533,0.32962978,27.701494,-3.7097425,0.37053636,27.743027
313,3.13,-3.3760345,0.3027755,26.961348,-3.328398,0.36593512,26.987993
314,3.14,-3.028101,0.25540742,26.243015,-2.9840777,0.33535305,26.2566
315,3.15,-2.7185578,0.19285318,25.54606,-2.6782277,0.28328195,25.547716
316,3.16,-2.4449823,0.11939116,24.869833,-2.4084184,0.21564487,24.860622
317,3.17,-2.2048202,0.03838117,24.21357,-2.17203,0.13685206,24.194643
318,3.18,-1.9954798,-0.047607217,23.576487,-1.9664036,0.05034569,23.548979
319,3.19,-1.8144054,-0.1366746,22.957806,-1.7889458,-0.04124233,22.92282
320,3.2,-1.6591314,-0.2274829,22.356794,-1.6371568,-0.135964,22.31535
321,3.21,-1.5273223,-0.31915906,21.772776,-1.5086807,-0.23244163,21.725798
322,3.22,-1.4168015,-0.41121155,21.205133,-1.4013317,-0.3297828,21.15344
323,3.23,-1.3255678,-0.5034595,20.653313,-1.3131016,-0.42747757,20.59762
324,3.24,-1.2518063,-0.5959731,20.116814,-1.2421764,-0.5253397,20.057745
325,3.25,-1.193891,-0.68902475,19.595198,-1.1869355,-0.6234342,19.53327
326,3.26,-1.1503853,-0.7830498,19.088066,-1.145949,-0.7220371,19.023722
327,3.27,-1.1200367,-0.8786152,18.595074,-1.1179739,-0.821592,18.528667
328,3.28,-1.1017721,-0.97639567,18.115915,-1.1019467,-0.92267597,18.04773
329,3.29,-1.0946882,-1.0771561,17.650326,-1.096078,-1.0255564,17.580881
330,3.3,-1.0980451,-1.1817387,17.19808,-1.0993844,-1.1308991,17.127916
331,3.31,-1.1112564,-1.2910564,16.758991,-1.1123029,-1.2400326,16.688246
332,3.32,-1.1338818,-1.4060874,16.33292,-1.1344028,-1.3538886,16.261665
333,3.33,-1.1656191,-1.5278753,15.9197645,-1.1653903,-1.4734666,15.848017
334,3.34,-1.2062973,-1.6575307,15.519477,-1.2051009,-1.599831,15.447187
335,3.35,-1.2558709,-1.7962356,15.13206,-1.2534909,-1.7341117,15.059118
336,3.36,-1.3144149,-1.9452487,14.757584,-1.3106321,-1.8775145,14.683805
337,3.37,-1.3821207,-2.1059139,14.396186,-1.3767166,-2.0313184,14.321315
